Student_ID,Subject,Exam_Score,Homework_Completion_%,Teacher_Comments,Homework_Score,Final_Score
S00269,History,44,-5,Under decide education as foot effort he.,5.0,32.3
S10837,Science,98,80%,,80.0,92.6
S02808,English,43,95,,95.0,58.599999999999994
S02662,History,99,95,Responsibility into capital them development nice week process cup so.,95.0,97.8
S06458,Arabic,103,-5,Stay set learn page hot surface street various herself baby.,5.0,73.6
S10914,Arabic,54,100%,Country may impact your TV goal run attack response resource.,100.0,67.8
S10165,English,53,80%,First sound market to high person finally expert I green.,80.0,61.099999999999994
S05925,Math,105,90,Friend blue how not matter dog behind director.,90.0,100.5
S04946,Math,56,-5,Peace skill accept billion treatment talk for.,5.0,40.699999999999996
S06209,History,91,100%,Sign four hot away economy role agency explain view pull.,100.0,93.69999999999999
S03341,History,70,80%,,80.0,73.0
S07154,Arabic,40,80%,Picture bit nearly deal stuff those play.,80.0,52.0
S10254,History,86,80%,Throughout population rate policy scientist someone worry black cultural product executive first lead.,80.0,84.19999999999999
S08874,Math,77,-5,Himself under whom article hundred class these.,5.0,55.4
S06724,Science,88,90,Officer article ball health measure speak friend throw explain media.,90.0,88.6
S04647,Geography,107,80%,Interview certainly guess feeling agency everyone.,80.0,98.89999999999999
S12048,Math,49,80%,,80.0,58.3
S03913,History,98,80%,Hour word could present ability task result attorney site huge administration whole compare.,80.0,92.6
S04957,History,70,-5,Forward treatment short customer soon size of return deep whether seek.,5.0,50.5
S06525,English,62,100%,Success ready discuss author chance itself past down forget at identify step foreign.,100.0,73.4
S00054,History,79,90,They most enter size group sell whatever.,90.0,82.3
S11468,English,103,90,Wait reality never military individual prevent only either kind buy professional.,90.0,99.1
S04904,Arabic,65,-5,,5.0,47.0
S02204,Math,106,90,Everybody deep also I debate will.,90.0,101.19999999999999
S04302,History,77,-5,Trade morning three second town third kid positive part.,5.0,55.4
S05030,English,52,90,We need increase against computer push establish economy effort personal radio.,90.0,63.4
S00999,History,76,-5,Necessary art identify take kid play measure executive building century political same newspaper.,5.0,54.699999999999996
S08124,Geography,57,95,Plan strategy work kid effort available.,95.0,68.4
S07002,Geography,77,-5,,5.0,55.4
S06509,Science,75,100%,,100.0,82.5
S04482,History,91,-5,Yard man subject throughout culture head read customer without thank compare.,5.0,65.19999999999999
S08637,Geography,104,100%,Next behind really political statement focus commercial ability.,100.0,102.8
S06570,Arabic,92,90,,90.0,91.39999999999999
S04295,History,73,80%,Test student know treat painting energy decision strong rise stuff fact.,80.0,75.1
S04495,Arabic,57,100%,Discussion sign budget firm spring accept.,100.0,69.9
S08523,Geography,52,100%,Later central data side still hear knowledge southern establish grow.,100.0,66.4
S06592,Math,83,-5,,5.0,59.599999999999994
S10751,History,65,90,Executive world either less family discuss later life war candidate important all.,90.0,72.5
S10198,Math,76,100%,The visit film arrive guess culture strong.,100.0,83.19999999999999
S11180,English,89,80%,Mouth even person prevent both sense poor.,80.0,86.3
S11876,Arabic,108,95,Voice choose recognize sure group strategy ten upon television former.,95.0,104.1
S08463,Science,79,90,Central ask country adult record beyond not only high.,90.0,82.3
S04351,Arabic,64,-5,Whatever candidate on various back audience argue pressure memory consumer political relate.,5.0,46.3
S07805,Geography,52,80%,Carry camera well subject age teacher me something another.,80.0,60.4
S09786,Math,47,80%,Agree energy prove contain material beautiful represent option.,80.0,56.9
S05944,Geography,87,95,Agree available system by girl nothing campaign part.,95.0,89.4
S11174,Science,67,95,,95.0,75.4
S08339,Geography,49,80%,Why lay human lay positive especially my increase.,80.0,58.3
S08750,English,106,100%,Mr reason suffer garden at today.,100.0,104.19999999999999
S07170,Geography,43,90,Improve nation hit address our week know religious.,90.0,57.099999999999994
S02300,Arabic,97,80%,Today fact wife draw her quality.,80.0,91.89999999999999
S09530,Geography,68,90,,90.0,74.6
S11477,Math,97,90,Congress authority about by send town political.,90.0,94.89999999999999
S09269,English,91,90,Plant market official yeah member contain close financial that blood material.,90.0,90.69999999999999
S07637,History,105,-5,Ability phone identify fall listen prevent president expert long foot.,5.0,75.0
S02277,Arabic,45,80%,Stay education boy bring responsibility first thought great.,80.0,55.5
S09425,Arabic,90,80%,Tend performance top firm read read every newspaper key.,80.0,87.0
S04752,Math,90,80%,Happy statement unit student happy decade take yourself remember.,80.0,87.0
S00113,History,51,80%,Baby mission woman character well whom school race technology.,80.0,59.699999999999996
S00276,Math,85,95,Onto expert father same seven side.,95.0,88.0
S02540,Math,96,-5,Step somebody mission then only themselves product clear.,5.0,68.69999999999999
S00668,History,93,80%,Line son with suddenly individual recent.,80.0,89.1
S07206,Math,92,100%,,100.0,94.39999999999999
S03371,Arabic,42,90,Time threat yard decide modern consumer build Mrs identify American chance can.,90.0,56.4
S08663,History,92,-5,Investment occur those democratic eight policy ability so rest them.,5.0,65.89999999999999
S10060,English,110,-5,Down live hotel truth cost letter build knowledge.,5.0,78.5
S06680,History,82,100%,During man drive travel physical social create modern smile.,100.0,87.4
S10897,Geography,109,100%,Interesting main hospital bank out too produce.,100.0,106.3
S11894,Arabic,63,100%,Sign ground movie room for production major forget along.,100.0,74.1
S06754,Arabic,52,100%,Single hope citizen stand impact on move certainly hour.,100.0,66.4
S08348,English,62,-5,Community different concern table road wide poor place step note when level.,5.0,44.9
S10219,Geography,45,80%,No development opportunity pretty ability huge part main page often bar both color.,80.0,55.5
S05235,English,40,100%,Laugh worry art take protect civil move dark.,100.0,58.0
S11845,Arabic,68,95,Without age third her sense approach red season food third always must left.,95.0,76.1
S05236,Math,71,90,,90.0,76.69999999999999
S00094,History,86,100%,As indicate thank home material chance life try turn old enough let.,100.0,90.19999999999999
S11578,Science,70,-5,Organization follow training happy medical in another dream company college drive.,5.0,50.5
S11481,Arabic,102,-5,Certainly later coach anything able issue population benefit.,5.0,72.89999999999999
S09429,Geography,110,90,Establish several day role effect unit audience charge home commercial.,90.0,104.0
S10194,Science,83,-5,Almost special suffer peace yeah purpose miss ok couple anyone politics decade.,5.0,59.599999999999994
S09386,History,88,-5,They win marriage strategy reach technology serious.,5.0,63.099999999999994
S07344,History,55,80%,Better challenge billion state less better station.,80.0,62.5
S08741,History,96,100%,Prepare husband change ahead human forget tonight writer structure series star agreement attack issue.,100.0,97.19999999999999
S03906,History,72,80%,Decide make last history watch performance item black.,80.0,74.4
S06077,Arabic,61,-5,Walk perhaps foot approach really room avoid trouble.,5.0,44.199999999999996
S01011,Math,98,-5,Industry middle wife health Mrs try customer.,5.0,70.1
S07684,Arabic,73,100%,Yeah local second term subject writer cost heavy represent recent.,100.0,81.1
S09342,Geography,98,90,Bed current act watch score west.,90.0,95.6
S09747,Science,110,-5,Everybody half evidence way air building even into to.,5.0,78.5
S00906,Geography,42,90,Whole billion indicate often fast leave entire thus reality.,90.0,56.4
S10460,English,88,80%,Per model technology stock impact set already maintain impact box institution south.,80.0,85.6
S11044,Science,51,100%,Tax head truth dream story class reflect through ready throw significant.,100.0,65.69999999999999
S02504,English,40,95,Fly kid energy surface try school large wonder themselves culture mean everyone ball.,95.0,56.5
S06467,Arabic,52,80%,Adult successful special toward also hard unit interview consider rise activity draw grow.,80.0,60.4
S09643,English,45,80%,Sister south along surface beautiful glass seek.,80.0,55.5
S08318,History,51,100%,,100.0,65.69999999999999
S07055,Math,70,-5,Cover bag first just only number learn measure.,5.0,50.5
S00438,Science,41,95,Instead physical material first begin sea war event growth coach cultural.,95.0,57.2
S08874,Geography,55,90,,90.0,65.5
S06293,English,77,95,Never worker system pick worker indeed late fear bag send meeting tough.,95.0,82.4
S01982,English,108,95,Keep chair serious picture management special special region under skill remain.,95.0,104.1
S00178,Geography,89,-5,Store so quite family ask mind book customer store at shoulder.,5.0,63.8
S07361,Math,79,90,Take across the understand reach ten specific example.,90.0,82.3
S11831,Arabic,67,95,Others believe act edge peace maintain some teach attorney past act.,95.0,75.4
S11443,Arabic,44,95,Way human worry discover wrong doctor debate out feeling.,95.0,59.3
S05505,History,72,-5,Carry form first office gas blood man election.,5.0,51.9
S08354,Science,101,100%,Rock for remember over fly leg.,100.0,100.69999999999999
S01345,Math,103,80%,Pressure training doctor discover close be instead care charge the.,80.0,96.1
S01161,Geography,56,-5,Tv recognize address service dog her son spring rest sort sure get early.,5.0,40.699999999999996
S11181,History,89,95,Member without rich something each move identify others my serve idea.,95.0,90.8
S05613,Arabic,93,90,Including describe event yet middle assume rest any pick whatever oil.,90.0,92.1
S10530,Math,110,95,Born north line discuss Republican town development about close.,95.0,105.5
S11329,History,41,-5,Morning interesting method admit television whose wait line work field land.,5.0,30.2
S10069,Math,89,90,Rate head ahead impact at result program democratic cover of growth.,90.0,89.3
S03852,Geography,77,-5,They among seven across here economy what find business spring bar senior really.,5.0,55.4
S09110,Math,103,80%,Weight do small age boy for position interview half exist.,80.0,96.1
S09902,Arabic,77,100%,Good behind American college region here morning.,100.0,83.9
S06657,Arabic,55,95,Senior actually be another treatment successful candidate within image go home.,95.0,67.0
